Company,Industry,Company Description,Confidence,Method,Source URL,Enriched At
International School of Beijing,academia,"The International School of Beijing (ISB) offers an academically rigorous, balanced and engaging learning environment.",high,brightdata_company_cache,https://www.linkedin.com/in/oluwatise-okeremi,2026-06-13T09:10:31Z
International Telecommunication Union,other,,medium,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/dunola-mgbachi,2026-06-13T09:10:31Z
Interstate Scholars,academia,"Interstate Scholars is a nonprofit organization that connects America’s underserved youth across state lines and develops their leadership skills to create changemakers who approach our nation’s vast social issues with compassion, understanding, and.",high,brightdata_company_cache,https://www.linkedin.com/in/chrystal-thomas-4555a338,2026-06-13T09:10:31Z
Intuit,tech,Intuit is a global technology platform that helps our customers and communities overcome their most important financial challenges.,high,brightdata_company_cache,https://www.linkedin.com/in/avivharkov,2026-06-13T09:10:31Z
Invasive Impact Initiatives,energy,Learn how to upcyle invasive species with Invasive Impact Initiatives.,high,brightdata_company_cache,https://www.linkedin.com/in/lorenamjames,2026-06-13T09:10:31Z
Invesco Asia Pacific,other,,medium,company_intelligence_cache,https://www.linkedin.com/in/chanhyalexander,2026-06-13T09:10:31Z
IonQ,tech,"IonQ, Inc. [NYSE: IONQ] is the world’s leading quantum platform and foundry - delivering integrated quantum solutions across computing, networking, sensing, and security.",high,brightdata_company_cache,https://www.linkedin.com/in/jordandavidshapiro,2026-06-13T09:10:31Z
Israeli Ministry of Defense,government,"The Israel Ministry of Defense (IMOD) mission is to shape and strengthen the security and resilience of the State of Israel, build the defense establishment's force structure, and enhance the IDF's operational capacity and effectiveness.",high,brightdata_company_cache,https://www.linkedin.com/in/noarassin,2026-06-13T09:10:31Z
Ivy League Consults,other,,medium,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/jack-anderson-ab4781227,2026-06-13T09:10:31Z
J.P. Morgan,finance,J.P. Morgan is a finance organization.,high,heuristic_company_name_v1;heuristic_template_v1,https://www.linkedin.com/in/jadaahawkins,2026-06-13T09:10:31Z
JCDD MDPI,other,,low,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/kevintang95,2026-06-13T09:10:31Z
"JD Capital Co., Ltd(九鼎投资）",other,"JD Capital Co., Ltd(九鼎投资） is classified as Finance (Investment banking / asset management / private markets) from company-name evidence.",high,company_intelligence_cache,https://www.linkedin.com/in/malike-naibi-493a82a6,2026-06-13T09:10:31Z
JESA Capital,finance,"Based on the professional background and experience of the founders and the core team in industrial and financial fields, since 1998 JESA Capital has been committed in finding more valuable business opportunities and effective implementation solutions for.",high,brightdata_company_cache,https://www.linkedin.com/in/federico-alessandro-musso-%e8%b4%b9%e5%be%b7,2026-06-13T09:10:31Z
JPMorganChase,finance,"With a history tracing its roots to 1799 in New York City, JPMorganChase is one of the world's oldest, largest, and best-known financial institutions—carrying forth the innovative spirit of our heritage firms in global operations across 100 markets.",high,brightdata_company_cache,https://www.linkedin.com/in/heatherlaidlawevans,2026-06-13T09:10:31Z
Janaagraha,nonprofit,"Transforming quality of life in India's cities and towns. We work with citizens and governments to strengthen city-systems and improve quality of citizenship, infrastructure and services.",high,brightdata_company_cache,https://www.linkedin.com/in/ragini-rao-munjuluri-bbb5b0164,2026-06-13T09:10:31Z
Janchor Industrialist Investing | 建峖實業投資,finance,"Established in 2009, Janchor Partners is a long‐term industrialist investor, partnering with companies that have superior business models, favorable growth prospects and the potential to be part of long‐term positive structural dynamics of Asian countries.",high,brightdata_company_cache,https://www.linkedin.com/in/floraliao,2026-06-13T09:10:31Z
Japan,other,,medium,needs_web_or_llm_research;needs_web_or_llm_research,https://www.schwarzmanscholars.org/scholars/,2026-06-13T09:10:31Z
Jenner & Block,law,"At Jenner & Block, we shape what’s next through experience, vision, and judgment.",high,brightdata_company_cache,https://www.linkedin.com/in/jenna-c-yuan,2026-06-13T09:10:31Z
Johns Hopkins Armstrong Institute for Patient Safety and Quality,academia,Johns Hopkins Armstrong Institute for Patient Safety and Quality is a academia organization.,high,heuristic_company_name_v1;heuristic_template_v1,https://www.linkedin.com/in/bailey-johnson2025,2026-06-13T09:10:31Z
Johns Hopkins Medicine,healthcare,"Johns Hopkins Medicine is a governing structure for the University’s School of Medicine and the health system, coordinating their research, teaching, patient care, and related enterprises.",high,brightdata_company_cache,https://www.linkedin.com/in/ryanalezz,2026-06-13T09:10:31Z
Johns Hopkins School of Advanced International Studies (SAIS),tech,"In an era fraught with economic instability, security challenges, poverty, inequity, and vulnerability, training the next generation of cross-sector leaders is more important than ever.",high,brightdata_company_cache,https://www.linkedin.com/in/jordan-van-doren-1a3431233,2026-06-13T09:10:31Z
Johnson & Johnson,healthcare,"At Johnson & Johnson, we believe health is everything. Our strength in healthcare innovation empowers us to build a world where complex diseases are prevented, treated, and cured, where treatments are smarter and less invasive, and solutions are personal.",high,brightdata_company_cache,https://www.linkedin.com/in/hugo-wood-72451177,2026-06-13T09:10:31Z
Jump Crypto,finance,"Since our inception as a skunkworks intern project in late 2015, Jump Crypto has grown into a world class, dynamic team of high performing players across a range of functions.",high,brightdata_company_cache,https://www.linkedin.com/in/anirudh-suresh,2026-06-13T09:10:31Z
Jump Trading,finance,"For more than 25 years, Jump Trading has been home to people who see trading as the most fascinating problem in the world and want to solve it from every angle.",high,brightdata_company_cache,https://www.linkedin.com/in/maherlatif,2026-06-13T09:10:31Z
Junior,tech,"Junior leverages the power of generative AI to help deal teams and their advisors collaborate more effectively, uncover deeper insights, and accelerate their path to output.",high,brightdata_company_cache,https://www.linkedin.com/in/cristinapogo,2026-06-13T09:10:31Z
JusticeText,tech,JusticeText is building human-centered AI solutions to redirect lives away from incarceration.,high,brightdata_company_cache,https://www.linkedin.com/in/devshi-mehrotra-a3215912a,2026-06-13T09:10:31Z
K. International School Tokyo,academia,K. International School Tokyo is a academia organization.,high,heuristic_company_name_v1;heuristic_template_v1,https://www.linkedin.com/in/motoioyane,2026-06-13T09:10:31Z
KAST,other,,low,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/charlesvitry,2026-06-13T09:10:31Z
KKR,finance,KKR is a finance organization.,high,heuristic_company_name_v1;heuristic_template_v1,https://www.linkedin.com/in/sabrinamaxr,2026-06-13T09:10:31Z
Kappa,other,,low,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/blaise-buma-a6824a19,2026-06-13T09:10:31Z
Keen Venture Partners,finance,Keen Venture Partners is a radically human venture capital firm that backs exceptional founders across Europe from Seed to Series B.,high,brightdata_company_cache,https://www.linkedin.com/in/alexander-h-kremer,2026-06-13T09:10:31Z
Kennan Institute,academia,"The Kennan Institute was founded as a division of the Woodrow Wilson International Center for Scholars in December 1974 through the joint initiative of Ambassador George F. Kennan, then Wilson Center Director James Billington, and historian S.",high,brightdata_company_cache,https://www.linkedin.com/in/ottilieohm,2026-06-13T09:10:31Z
KeyBanc Capital Markets,finance,"We know that successful, long-term business relationships depend upon delivering results for our clients.",high,brightdata_company_cache,https://www.linkedin.com/in/ramsey-fahs,2026-06-13T09:10:31Z
Khthon,nonprofit,"We are a student-run geospatial intelligence company that uses a wide variety of satellite imagery and OSINT to locate, track, and analyse mass graves and related atrocities across the globe.",high,brightdata_company_cache,https://www.linkedin.com/in/sam-mcknight-639333224,2026-06-13T09:10:31Z
Kinyeti Academy,academia,Kinyeti Academy is classified as Education (Education services / schools) from company-name evidence.,high,company_intelligence_cache,https://www.linkedin.com/in/loremaminathia-86148350,2026-06-13T09:10:31Z
Kirkland & Ellis,law,Kirkland & Ellis is a law organization.,high,heuristic_company_name_v1;heuristic_template_v1,https://www.linkedin.com/in/jordanmetoyer,2026-06-13T09:10:31Z
Kraft Heinz,consumer,"The Kraft Heinz Company is one of the largest food and beverage companies in the world, with eight $1 billion+ brands and global sales of approximately $25 billion.",high,brightdata_company_cache,https://www.linkedin.com/in/radu-pupezeanu-84255b195,2026-06-13T09:10:31Z
Kubo Care,tech,"Kubo Care is building the world's first AI-native operating system for ambient health monitoring that turns any room into a smart caregiver - leveraging radar and real-time AI sensing to deliver continuous, contactless care across homes, hospitals, and aging.",high,brightdata_company_cache,https://www.linkedin.com/in/anuragrc,2026-06-13T09:10:31Z
Kumulus Water,tech,"Your drinking water from air. A sustainable source of mineralized water for hotels, companies, and factories.",high,brightdata_company_cache,https://www.linkedin.com/in/capucine-cogne,2026-06-13T09:10:31Z
Kuria,tech,Everyone talks about responsible AI. Few know how to embed it in practice.,high,brightdata_company_cache,https://www.linkedin.com/in/christinabrook,2026-06-13T09:10:31Z
LRQA,nonprofit,"Welcome to LRQA, Your Risk Management Advantage. Risk doesn’t sleep.",high,brightdata_company_cache,https://www.linkedin.com/in/savitrirestrepo,2026-06-13T09:10:31Z
Lafayette Square Institute,nonprofit,Lafayette Square Institute is a data analytics and public policy platform.,high,brightdata_company_cache,https://www.linkedin.com/in/julienrosenb,2026-06-13T09:10:31Z
Lantern,other,,medium,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/matt-rojas,2026-06-13T09:10:31Z
Latham & Watkins,law,"Latham & Watkins is a global law firm with more than 3,500 lawyers in its offices located in Asia, Europe, the Middle East and the United States.",high,brightdata_company_cache,https://www.linkedin.com/in/jack-jia-,2026-06-13T09:10:31Z
Lava,tech,,medium,brightdata_company_cache,https://www.linkedin.com/in/bo-kane-99bb4796,2026-06-13T09:10:31Z
Lazard,finance,"Founded in 1848, Lazard is the preeminent financial advisory and asset management firm, with operations in North and South America, Europe, the Middle East, Asia, and Australia.",high,brightdata_company_cache,https://www.linkedin.com/in/amanda-howard-9b23b3210,2026-06-13T09:10:31Z
Lazard Asset Management,finance,"At Lazard Asset Management, we are dedicated to delivering investment solutions and creating long-term value for our clients.",high,brightdata_company_cache,https://www.linkedin.com/in/rugsit-kanan-75394a82,2026-06-13T09:10:31Z
LeapFrog Investments,finance,"LeapFrog invests in exceptional businesses in Asia and Africa to enable leaps of growth, profitability and impact.",high,brightdata_company_cache,https://www.linkedin.com/in/saudaminisharma,2026-06-13T09:10:31Z
Lee Man Football Club,other,,medium,company_intelligence_cache,https://www.linkedin.com/in/ka-kiu-lau,2026-06-13T09:10:31Z
Legal & General,finance,Legal & General is a leading UK financial services group and major global investor.,high,brightdata_company_cache,https://www.linkedin.com/in/elvis-tanwie-neba,2026-06-13T09:10:31Z
Legora,other,,low,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/jack-lewy-031a51100,2026-06-13T09:10:31Z
